episode,phase,total_reward,steps,epsilon,success
666,warmup,65.0000,32,0.716711,1
667,warmup,-49.0000,51,0.716352,1
668,warmup,-49.0000,70,0.715994,1
669,warmup,27.0000,51,0.715636,1
670,warmup,23.0000,55,0.715278,1
671,warmup,-109.0000,54,0.714921,1
672,warmup,-39.0000,41,0.714563,1
673,warmup,51.0000,46,0.714206,1
674,warmup,-177.0000,84,0.713849,1
675,warmup,33.0000,45,0.713492,1
676,warmup,81.0000,35,0.713135,1
677,warmup,55.0000,61,0.712778,1
678,warmup,-169.0000,57,0.712422,1
679,warmup,-119.0000,64,0.712066,1
680,warmup,47.0000,31,0.711710,1
681,warmup,-109.0000,92,0.711354,1
682,warmup,21.0000,38,0.710998,1
683,warmup,25.0000,34,0.710643,1
684,warmup,-23.0000,82,0.710287,1
685,warmup,73.0000,62,0.709932,1
686,warmup,-17.0000,57,0.709577,1
687,warmup,85.0000,31,0.709223,1
688,warmup,-37.0000,96,0.708868,1
689,warmup,-81.0000,83,0.708514,1
690,warmup,13.0000,46,0.708159,1
691,warmup,13.0000,65,0.707805,1
692,warmup,-19.0000,78,0.707451,1
693,warmup,-135.0000,61,0.707098,1
694,warmup,13.0000,46,0.706744,1
695,warmup,-229.0000,136,0.706391,1
696,warmup,-1.0000,60,0.706037,1
697,warmup,5.0000,54,0.705684,1
698,warmup,-149.0000,113,0.705332,1
699,warmup,83.0000,33,0.704979,1
700,warmup,13.0000,65,0.704626,1
701,warmup,3.0000,75,0.704274,1
702,warmup,107.0000,28,0.703922,1
703,warmup,63.0000,34,0.703570,1
704,warmup,-27.0000,48,0.703218,1
705,warmup,-21.0000,80,0.702867,1
706,warmup,-145.0000,166,0.702515,1
707,warmup,83.0000,33,0.702164,1
708,warmup,-27.0000,67,0.701813,1
709,warmup,-173.0000,99,0.701462,1
710,warmup,83.0000,33,0.701111,1
711,warmup,81.0000,35,0.700761,1
712,warmup,85.0000,50,0.700410,1
713,warmup,-23.0000,63,0.700060,1
714,warmup,63.0000,53,0.699710,1
715,warmup,57.0000,40,0.699360,1
716,warmup,75.0000,22,0.699010,1
717,warmup,71.0000,45,0.698661,1
718,warmup,53.0000,44,0.698312,1
719,warmup,41.0000,56,0.697962,1
720,warmup,21.0000,38,0.697614,1
721,warmup,-73.0000,94,0.697265,1
722,warmup,79.0000,56,0.696916,1
723,warmup,9.0000,50,0.696568,1
724,warmup,-17.0000,76,0.696219,1
725,warmup,-75.0000,77,0.695871,1
726,warmup,37.0000,60,0.695523,1
727,warmup,25.0000,34,0.695176,1
728,warmup,113.0000,22,0.694828,1
729,warmup,-35.0000,56,0.694481,1
730,warmup,-59.0000,80,0.694133,1
731,warmup,-5.0000,64,0.693786,1
732,warmup,-133.0000,97,0.693439,1
733,warmup,35.0000,43,0.693093,1
734,warmup,-21.0000,42,0.692746,1
735,warmup,5.0000,35,0.692400,1
736,warmup,105.0000,30,0.692053,1
737,warmup,-19.0000,59,0.691707,1
738,warmup,21.0000,57,0.691362,1
739,warmup,33.0000,64,0.691016,1
740,warmup,3.0000,56,0.690670,1
741,warmup,25.0000,53,0.690325,1
742,warmup,7.0000,52,0.689980,1
743,warmup,79.0000,37,0.689635,1
744,warmup,69.0000,28,0.689290,1
745,warmup,15.0000,44,0.688945,1
746,warmup,19.0000,59,0.688601,1
747,warmup,-93.0000,76,0.688257,1
748,warmup,-49.0000,70,0.687913,1
749,warmup,-15.0000,74,0.687569,1
750,warmup,57.0000,40,0.687225,1
751,warmup,-43.0000,45,0.686881,1
752,warmup,-131.0000,95,0.686538,1
753,warmup,11.0000,48,0.686195,1
754,warmup,-123.0000,49,0.685851,1
755,warmup,57.0000,40,0.685508,1
756,warmup,99.0000,36,0.685166,1
757,warmup,-45.0000,85,0.684823,1
758,warmup,-77.0000,79,0.684481,1
759,warmup,35.0000,62,0.684138,1
760,warmup,21.0000,76,0.683796,1
761,warmup,71.0000,26,0.683455,1
762,warmup,-13.0000,53,0.683113,1
763,warmup,-59.0000,42,0.682771,1
764,warmup,21.0000,38,0.682430,1
765,warmup,-3.0000,62,0.682089,1
766,warmup,-3.0000,43,0.681748,1
767,warmup,-15.0000,36,0.681407,1
768,warmup,85.0000,31,0.681066,1
769,warmup,55.0000,61,0.680725,1
770,warmup,83.0000,33,0.680385,1
771,warmup,11.0000,48,0.680045,1
772,warmup,59.0000,57,0.679705,1
773,warmup,-1.0000,41,0.679365,1
774,warmup,73.0000,24,0.679025,1
775,warmup,61.0000,36,0.678686,1
776,warmup,29.0000,49,0.678347,1
777,warmup,39.0000,58,0.678007,1
778,warmup,-65.0000,105,0.677668,1
779,warmup,81.0000,35,0.677330,1
780,warmup,49.0000,29,0.676991,1
781,warmup,-49.0000,70,0.676652,1
782,warmup,43.0000,35,0.676314,1
783,warmup,5.0000,35,0.675976,1
784,warmup,-25.0000,65,0.675638,1
785,warmup,-69.0000,71,0.675300,1
786,warmup,73.0000,43,0.674962,1
787,warmup,-109.0000,92,0.674625,1
788,warmup,-57.0000,59,0.674288,1
789,warmup,77.0000,39,0.673950,1
790,warmup,81.0000,35,0.673613,1
791,warmup,19.0000,59,0.673277,1
792,warmup,9.0000,88,0.672940,1
793,warmup,83.0000,33,0.672604,1
794,warmup,65.0000,51,0.672267,1
795,warmup,59.0000,57,0.671931,1
796,warmup,-17.0000,57,0.671595,1
797,warmup,-5.0000,83,0.671259,1
798,warmup,51.0000,46,0.670924,1
799,warmup,-57.0000,59,0.670588,1
800,warmup,33.0000,45,0.670253,1
801,warmup,101.0000,34,0.669918,1
802,warmup,-77.0000,60,0.669583,1
803,warmup,107.0000,28,0.669248,1
804,warmup,67.0000,30,0.668913,1
805,warmup,-21.0000,61,0.668579,1
806,warmup,-35.0000,94,0.668245,1
807,warmup,33.0000,45,0.667911,1
808,warmup,35.0000,43,0.667577,1
809,warmup,55.0000,61,0.667243,1
810,warmup,23.0000,55,0.666909,1
811,warmup,3.0000,75,0.666576,1
812,warmup,-123.0000,106,0.666243,1
813,warmup,-59.0000,61,0.665909,1
814,warmup,73.0000,43,0.665576,1
815,warmup,81.0000,35,0.665244,1
816,warmup,-1.0000,41,0.664911,1
817,warmup,69.0000,47,0.664579,1
818,warmup,57.0000,59,0.664246,1
819,warmup,25.0000,34,0.663914,1
820,warmup,47.0000,69,0.663582,1
821,warmup,-57.0000,78,0.663250,1
822,warmup,-29.0000,50,0.662919,1
823,warmup,69.0000,47,0.662587,1
824,warmup,59.0000,38,0.662256,1
825,warmup,31.0000,47,0.661925,1
826,warmup,75.0000,41,0.661594,1
827,warmup,41.0000,56,0.661263,1
828,warmup,21.0000,57,0.660933,1
829,warmup,27.0000,51,0.660602,1
830,warmup,-39.0000,60,0.660272,1
831,warmup,33.0000,45,0.659942,1
832,warmup,23.0000,36,0.659612,1
833,warmup,7.0000,52,0.659282,1
834,warmup,61.0000,55,0.658952,1
835,warmup,97.0000,38,0.658623,1
836,warmup,-13.0000,53,0.658293,1
837,warmup,53.0000,25,0.657964,1
838,warmup,71.0000,45,0.657635,1
839,warmup,33.0000,45,0.657306,1
840,warmup,49.0000,48,0.656978,1
841,warmup,67.0000,49,0.656649,1
842,warmup,97.0000,38,0.656321,1
843,warmup,1.0000,58,0.655993,1
844,warmup,61.0000,36,0.655665,1
845,warmup,111.0000,24,0.655337,1
846,warmup,75.0000,22,0.655009,1
847,warmup,17.0000,42,0.654682,1
848,warmup,1.0000,77,0.654354,1
849,warmup,61.0000,36,0.654027,1
850,warmup,13.0000,65,0.653700,1
851,warmup,101.0000,34,0.653373,1
852,warmup,5.0000,54,0.653047,1
853,warmup,87.0000,29,0.652720,1
854,warmup,-27.0000,67,0.652394,1
855,warmup,63.0000,72,0.652068,1
856,warmup,29.0000,49,0.651742,1
857,warmup,-27.0000,48,0.651416,1
858,warmup,21.0000,38,0.651090,1
859,warmup,-133.0000,59,0.650765,1
860,warmup,7.0000,71,0.650439,1
861,warmup,49.0000,48,0.650114,1
862,warmup,85.0000,31,0.649789,1
863,warmup,19.0000,40,0.649464,1
864,warmup,-69.0000,71,0.649139,1
865,warmup,31.0000,47,0.648815,1
866,warmup,53.0000,44,0.648490,1
867,warmup,-65.0000,48,0.648166,1
868,warmup,-87.0000,70,0.647842,1
869,warmup,-3.0000,43,0.647518,1
870,warmup,41.0000,56,0.647194,1
871,warmup,37.0000,60,0.646871,1
872,warmup,-13.0000,53,0.646547,1
873,warmup,-47.0000,68,0.646224,1
874,warmup,47.0000,31,0.645901,1
875,warmup,13.0000,65,0.645578,1
876,warmup,53.0000,44,0.645255,1
877,warmup,49.0000,48,0.644932,1
878,warmup,19.0000,40,0.644610,1
879,warmup,-117.0000,62,0.644288,1
880,warmup,23.0000,36,0.643966,1
881,warmup,-21.0000,80,0.643644,1
882,warmup,23.0000,36,0.643322,1
883,warmup,-75.0000,77,0.643000,1
884,warmup,-7.0000,85,0.642679,1
885,warmup,37.0000,60,0.642357,1
886,warmup,37.0000,60,0.642036,1
887,warmup,85.0000,31,0.641715,1
888,warmup,-25.0000,65,0.641394,1
889,warmup,17.0000,42,0.641074,1
890,warmup,-5.0000,64,0.640753,1
891,warmup,-27.0000,48,0.640433,1
892,warmup,43.0000,54,0.640112,1
893,warmup,39.0000,58,0.639792,1
894,warmup,-1.0000,41,0.639472,1
895,warmup,37.0000,41,0.639153,1
896,warmup,51.0000,46,0.638833,1
897,warmup,-49.0000,51,0.638514,1
898,warmup,33.0000,45,0.638194,1
899,warmup,-39.0000,60,0.637875,1
900,warmup,111.0000,24,0.637556,1
901,warmup,71.0000,45,0.637238,1
902,warmup,-115.0000,79,0.636919,1
903,warmup,-29.0000,50,0.636601,1
904,warmup,65.0000,51,0.636282,1
905,warmup,49.0000,48,0.635964,1
906,warmup,-3.0000,62,0.635646,1
907,warmup,95.0000,40,0.635328,1
908,warmup,73.0000,43,0.635011,1
909,warmup,-75.0000,58,0.634693,1
910,warmup,13.0000,46,0.634376,1
911,warmup,27.0000,51,0.634059,1
912,warmup,45.0000,33,0.633742,1
913,warmup,-99.0000,63,0.633425,1
914,warmup,71.0000,45,0.633108,1
915,warmup,-39.0000,60,0.632791,1
916,warmup,-69.0000,71,0.632475,1
917,warmup,-21.0000,80,0.632159,1
918,warmup,33.0000,45,0.631843,1
919,warmup,-91.0000,55,0.631527,1
920,warmup,115.0000,20,0.631211,1
921,warmup,-23.0000,101,0.630895,1
922,warmup,33.0000,45,0.630580,1
923,warmup,31.0000,47,0.630265,1
924,warmup,53.0000,44,0.629950,1
925,warmup,81.0000,35,0.629635,1
926,warmup,13.0000,46,0.629320,1
927,warmup,17.0000,61,0.629005,1
928,warmup,97.0000,19,0.628691,1
929,warmup,-73.0000,56,0.628376,1
930,warmup,-23.0000,63,0.628062,1
931,warmup,41.0000,56,0.627748,1
932,warmup,-93.0000,95,0.627434,1
933,warmup,75.0000,41,0.627120,1
934,warmup,47.0000,50,0.626807,1
935,warmup,-99.0000,101,0.626493,1
936,warmup,91.0000,25,0.626180,1
937,warmup,95.0000,40,0.625867,1
938,warmup,107.0000,28,0.625554,1
939,warmup,109.0000,26,0.625241,1
940,warmup,9.0000,50,0.624929,1
941,warmup,25.0000,53,0.624616,1
942,warmup,-77.0000,117,0.624304,1
943,warmup,67.0000,30,0.623992,1
944,warmup,1.0000,58,0.623680,1
945,warmup,113.0000,22,0.623368,1
946,warmup,-5.0000,45,0.623056,1
947,warmup,77.0000,39,0.622745,1
948,warmup,15.0000,44,0.622433,1
949,warmup,-1.0000,79,0.622122,1
950,warmup,-29.0000,50,0.621811,1
951,warmup,83.0000,33,0.621500,1
952,warmup,89.0000,46,0.621190,1
953,warmup,55.0000,42,0.620879,1
954,warmup,77.0000,39,0.620568,1
955,warmup,45.0000,33,0.620258,1
956,warmup,67.0000,30,0.619948,1
957,warmup,23.0000,55,0.619638,1
958,warmup,83.0000,33,0.619328,1
959,warmup,-135.0000,99,0.619019,1
960,warmup,101.0000,34,0.618709,1
961,warmup,29.0000,49,0.618400,1
962,warmup,61.0000,36,0.618091,1
963,warmup,103.0000,32,0.617782,1
964,warmup,53.0000,44,0.617473,1
965,warmup,85.0000,50,0.617164,1
966,warmup,75.0000,41,0.616855,1
967,warmup,-73.0000,56,0.616547,1
968,warmup,81.0000,54,0.616239,1
969,warmup,87.0000,29,0.615930,1
970,warmup,1.0000,77,0.615623,1
971,warmup,31.0000,47,0.615315,1
972,warmup,-147.0000,111,0.615007,1
973,warmup,45.0000,33,0.614700,1
974,warmup,35.0000,43,0.614392,1
975,warmup,53.0000,44,0.614085,1
976,warmup,41.0000,37,0.613778,1
977,warmup,87.0000,29,0.613471,1
978,warmup,59.0000,38,0.613164,1
979,warmup,-17.0000,38,0.612858,1
980,warmup,45.0000,52,0.612551,1
981,warmup,15.0000,63,0.612245,1
982,warmup,-7.0000,66,0.611939,1
983,warmup,21.0000,57,0.611633,1
984,warmup,-23.0000,44,0.611327,1
985,warmup,11.0000,67,0.611021,1
986,warmup,117.0000,18,0.610716,1
987,warmup,73.0000,43,0.610411,1
988,warmup,41.0000,37,0.610105,1
989,warmup,23.0000,55,0.609800,1
990,warmup,25.0000,34,0.609495,1
991,warmup,101.0000,34,0.609191,1
992,warmup,103.0000,32,0.608886,1
993,warmup,45.0000,52,0.608582,1
994,warmup,49.0000,29,0.608277,1
995,warmup,23.0000,36,0.607973,1
996,warmup,47.0000,31,0.607669,1
997,warmup,77.0000,58,0.607365,1
998,warmup,109.0000,26,0.607062,1
999,warmup,29.0000,49,0.606758,1
1000,warmup,37.0000,41,0.606455,1
1001,warmup,-79.0000,43,0.606152,1
1002,warmup,-109.0000,73,0.605849,1
1003,warmup,79.0000,37,0.605546,1
1004,warmup,-27.0000,48,0.605243,1
1005,warmup,-9.0000,30,0.604940,1
1006,warmup,-49.0000,51,0.604638,1
1007,warmup,-13.0000,53,0.604335,1
1008,warmup,63.0000,53,0.604033,1
1009,warmup,-7.0000,66,0.603731,1
1010,warmup,65.0000,32,0.603429,1
1011,warmup,-35.0000,37,0.603128,1
1012,warmup,-3.0000,62,0.602826,1
1013,warmup,5.0000,73,0.602525,1
1014,warmup,1.0000,39,0.602223,1
1015,warmup,77.0000,39,0.601922,1
1016,warmup,93.0000,42,0.601621,1
1017,warmup,107.0000,28,0.601321,1
1018,warmup,103.0000,32,0.601020,1
1019,warmup,9.0000,50,0.600719,1
1020,warmup,15.0000,44,0.600419,1
1021,warmup,33.0000,45,0.600119,1
1022,warmup,29.0000,30,0.599819,1
1023,warmup,-5.0000,83,0.599519,1
1024,warmup,75.0000,41,0.599219,1
1025,warmup,-7.0000,47,0.598919,1
1026,warmup,-11.0000,51,0.598620,1
1027,warmup,59.0000,38,0.598321,1
1028,warmup,73.0000,43,0.598022,1
1029,warmup,85.0000,50,0.597723,1
1030,warmup,71.0000,26,0.597424,1
1031,warmup,33.0000,45,0.597125,1
1032,warmup,87.0000,29,0.596826,1
1033,warmup,69.0000,28,0.596528,1
1034,warmup,45.0000,33,0.596230,1
1035,warmup,57.0000,40,0.595932,1
1036,warmup,21.0000,57,0.595634,1
1037,warmup,101.0000,34,0.595336,1
1038,warmup,61.0000,36,0.595038,1
1039,warmup,97.0000,38,0.594741,1
1040,warmup,45.0000,33,0.594443,1
1041,warmup,-91.0000,74,0.594146,1
1042,warmup,101.0000,34,0.593849,1
1043,warmup,95.0000,21,0.593552,1
1044,warmup,65.0000,32,0.593255,1
1045,warmup,91.0000,25,0.592959,1
1046,warmup,-25.0000,65,0.592662,1
1047,warmup,49.0000,29,0.592366,1
1048,warmup,83.0000,33,0.592070,1
1049,warmup,35.0000,43,0.591774,1
1050,warmup,99.0000,36,0.591478,1
1051,warmup,-17.0000,57,0.591182,1
1052,warmup,33.0000,45,0.590886,1
1053,warmup,-23.0000,44,0.590591,1
1054,warmup,63.0000,34,0.590296,1
1055,warmup,87.0000,29,0.590000,1
1056,warmup,-13.0000,53,0.589705,1
1057,warmup,13.0000,46,0.589411,1
1058,warmup,1.0000,39,0.589116,1
1059,warmup,79.0000,37,0.588821,1
1060,warmup,13.0000,65,0.588527,1
1061,warmup,69.0000,47,0.588233,1
1062,warmup,41.0000,37,0.587939,1
1063,warmup,-59.0000,80,0.587645,1
1064,warmup,83.0000,52,0.587351,1
1065,warmup,29.0000,30,0.587057,1
1066,warmup,59.0000,38,0.586764,1
1067,warmup,67.0000,30,0.586470,1
1068,warmup,85.0000,31,0.586177,1
1069,warmup,25.0000,34,0.585884,1
1070,warmup,67.0000,30,0.585591,1
1071,warmup,39.0000,58,0.585298,1
1072,warmup,73.0000,62,0.585005,1
1073,warmup,61.0000,55,0.584713,1
1074,warmup,-63.0000,84,0.584421,1
1075,warmup,-15.0000,55,0.584128,1
1076,warmup,87.0000,29,0.583836,1
1077,warmup,1.0000,39,0.583544,1
1078,warmup,-19.0000,59,0.583253,1
1079,warmup,59.0000,38,0.582961,1
1080,warmup,89.0000,27,0.582670,1
1081,warmup,71.0000,45,0.582378,1
1082,warmup,49.0000,48,0.582087,1
1083,warmup,-5.0000,64,0.581796,1
1084,warmup,49.0000,29,0.581505,1
1085,warmup,9.0000,31,0.581214,1
1086,warmup,89.0000,27,0.580924,1
1087,warmup,77.0000,20,0.580633,1
1088,warmup,81.0000,35,0.580343,1
1089,warmup,49.0000,48,0.580053,1
1090,warmup,83.0000,33,0.579763,1
1091,warmup,89.0000,46,0.579473,1
1092,warmup,45.0000,52,0.579183,1
1093,warmup,93.0000,23,0.578894,1
1094,warmup,11.0000,48,0.578604,1
1095,warmup,77.0000,39,0.578315,1
1096,warmup,11.0000,86,0.578026,1
1097,warmup,19.0000,59,0.577737,1
1098,warmup,55.0000,42,0.577448,1
1099,warmup,67.0000,68,0.577159,1
1100,warmup,67.0000,30,0.576870,1
1101,warmup,81.0000,35,0.576582,1
1102,warmup,29.0000,49,0.576294,1
1103,warmup,55.0000,23,0.576006,1
1104,warmup,-17.0000,76,0.575718,1
1105,warmup,71.0000,45,0.575430,1
1106,warmup,63.0000,53,0.575142,1
1107,warmup,71.0000,45,0.574854,1
1108,warmup,57.0000,40,0.574567,1
1109,warmup,63.0000,34,0.574280,1
1110,warmup,95.0000,40,0.573993,1
1111,warmup,47.0000,50,0.573706,1
1112,warmup,73.0000,24,0.573419,1
1113,warmup,51.0000,27,0.573132,1
1114,warmup,59.0000,38,0.572845,1
1115,warmup,67.0000,30,0.572559,1
1116,warmup,95.0000,40,0.572273,1
1117,warmup,-65.0000,67,0.571987,1
1118,warmup,109.0000,26,0.571701,1
1119,warmup,9.0000,50,0.571415,1
1120,warmup,-27.0000,67,0.571129,1
1121,warmup,65.0000,32,0.570844,1
1122,warmup,95.0000,40,0.570558,1
1123,warmup,79.0000,56,0.570273,1
1124,warmup,55.0000,23,0.569988,1
1125,warmup,95.0000,40,0.569703,1
1126,warmup,107.0000,28,0.569418,1
1127,warmup,31.0000,47,0.569133,1
1128,warmup,113.0000,22,0.568849,1
1129,warmup,-49.0000,70,0.568564,1
1130,warmup,65.0000,32,0.568280,1
1131,warmup,67.0000,30,0.567996,1
1132,warmup,53.0000,25,0.567712,1
1133,warmup,89.0000,27,0.567428,1
1134,warmup,113.0000,22,0.567144,1
1135,warmup,69.0000,28,0.566861,1
1136,warmup,69.0000,28,0.566577,1
1137,warmup,69.0000,28,0.566294,1
1138,warmup,55.0000,42,0.566011,1
1139,warmup,-25.0000,46,0.565728,1
1140,warmup,99.0000,36,0.565445,1
1141,warmup,65.0000,32,0.565162,1
1142,warmup,-49.0000,89,0.564880,1
1143,warmup,101.0000,34,0.564597,1
1144,warmup,55.0000,42,0.564315,1
1145,warmup,-49.0000,51,0.564033,1
1146,warmup,79.0000,37,0.563751,1
1147,warmup,13.0000,46,0.563469,1
1148,warmup,65.0000,32,0.563187,1
1149,warmup,7.0000,33,0.562905,1
1150,warmup,75.0000,41,0.562624,1
1151,warmup,43.0000,35,0.562343,1
1152,warmup,79.0000,37,0.562061,1
1153,warmup,-3.0000,62,0.561780,1
1154,warmup,87.0000,29,0.561500,1
1155,warmup,-11.0000,51,0.561219,1
1156,warmup,3.0000,37,0.560938,1
1157,warmup,95.0000,40,0.560658,1
1158,warmup,63.0000,34,0.560377,1
1159,warmup,73.0000,43,0.560097,1
1160,warmup,-15.0000,55,0.559817,1
1161,warmup,75.0000,41,0.559537,1
1162,warmup,81.0000,35,0.559257,1
1163,warmup,87.0000,29,0.558978,1
1164,warmup,43.0000,35,0.558698,1
1165,warmup,107.0000,28,0.558419,1
1166,warmup,101.0000,34,0.558140,1
1167,warmup,85.0000,50,0.557861,1
1168,warmup,107.0000,28,0.557582,1
1169,warmup,99.0000,36,0.557303,1
1170,warmup,109.0000,26,0.557024,1
1171,warmup,-9.0000,49,0.556746,1
1172,warmup,85.0000,31,0.556467,1
1173,warmup,63.0000,34,0.556189,1
1174,warmup,77.0000,39,0.555911,1
1175,warmup,53.0000,25,0.555633,1
1176,warmup,81.0000,35,0.555355,1
1177,warmup,-11.0000,51,0.555078,1
1178,warmup,107.0000,28,0.554800,1
1179,warmup,95.0000,21,0.554523,1
1180,warmup,-7.0000,47,0.554246,1
1181,warmup,-15.0000,55,0.553968,1
1182,warmup,81.0000,54,0.553691,1
1183,warmup,39.0000,39,0.553415,1
1184,warmup,67.0000,49,0.553138,1
1185,warmup,83.0000,33,0.552861,1
1186,warmup,-113.0000,77,0.552585,1
1187,warmup,67.0000,30,0.552309,1
1188,warmup,77.0000,39,0.552032,1
1189,warmup,65.0000,32,0.551756,1
1190,warmup,-17.0000,76,0.551480,1
1191,warmup,29.0000,30,0.551205,1
1192,warmup,29.0000,68,0.550929,1
1193,warmup,-27.0000,48,0.550654,1
1194,warmup,-23.0000,44,0.550378,1
1195,warmup,23.0000,55,0.550103,1
1196,warmup,-53.0000,74,0.549828,1
1197,warmup,-31.0000,33,0.549553,1
1198,warmup,113.0000,22,0.549278,1
1199,warmup,91.0000,25,0.549004,1
1200,warmup,85.0000,31,0.548729,1
1201,warmup,5.0000,73,0.548455,1
1202,warmup,5.0000,54,0.548181,1
1203,warmup,103.0000,32,0.547907,1
1204,warmup,51.0000,27,0.547633,1
1205,warmup,53.0000,63,0.547359,1
1206,warmup,-1.0000,41,0.547085,1
1207,warmup,65.0000,32,0.546812,1
1208,warmup,-3.0000,43,0.546538,1
1209,warmup,77.0000,39,0.546265,1
1210,warmup,69.0000,28,0.545992,1
1211,warmup,-31.0000,33,0.545719,1
1212,warmup,79.0000,37,0.545446,1
1213,warmup,-63.0000,46,0.545173,1
1214,warmup,9.0000,50,0.544901,1
1215,warmup,107.0000,28,0.544628,1
1216,warmup,69.0000,28,0.544356,1
1217,warmup,7.0000,71,0.544084,1
1218,warmup,9.0000,31,0.543812,1
1219,warmup,53.0000,44,0.543540,1
1220,warmup,67.0000,30,0.543268,1
1221,warmup,61.0000,36,0.542996,1
1222,warmup,21.0000,57,0.542725,1
1223,warmup,27.0000,32,0.542453,1
1224,warmup,-7.0000,47,0.542182,1
1225,warmup,67.0000,30,0.541911,1
1226,warmup,111.0000,24,0.541640,1
1227,warmup,-87.0000,70,0.541369,1
1228,warmup,93.0000,42,0.541099,1
1229,warmup,87.0000,29,0.540828,1
1230,warmup,95.0000,40,0.540558,1
1231,warmup,45.0000,52,0.540287,1
1232,warmup,81.0000,35,0.540017,1
1233,warmup,13.0000,46,0.539747,1
1234,warmup,-21.0000,61,0.539477,1
1235,warmup,89.0000,46,0.539208,1
1236,warmup,95.0000,21,0.538938,1
1237,warmup,91.0000,44,0.538669,1
1238,warmup,87.0000,29,0.538399,1
1239,warmup,-135.0000,61,0.538130,1
1240,warmup,95.0000,21,0.537861,1
1241,warmup,47.0000,31,0.537592,1
1242,warmup,61.0000,36,0.537323,1
1243,warmup,9.0000,50,0.537055,1
1244,warmup,45.0000,33,0.536786,1
1245,warmup,61.0000,36,0.536518,1
1246,warmup,85.0000,31,0.536249,1
1247,warmup,-1.0000,79,0.535981,1
1248,warmup,51.0000,27,0.535713,1
1249,warmup,25.0000,34,0.535445,1
1250,warmup,81.0000,35,0.535178,1
1251,warmup,71.0000,45,0.534910,1
1252,warmup,65.0000,32,0.534643,1
1253,warmup,59.0000,57,0.534375,1
1254,warmup,107.0000,28,0.534108,1
1255,warmup,75.0000,41,0.533841,1
1256,warmup,31.0000,47,0.533574,1
1257,warmup,39.0000,39,0.533307,1
1258,warmup,29.0000,49,0.533041,1
1259,warmup,101.0000,34,0.532774,1
1260,warmup,75.0000,41,0.532508,1
1261,warmup,75.0000,41,0.532242,1
1262,warmup,107.0000,28,0.531976,1
1263,warmup,37.0000,41,0.531710,1
1264,warmup,87.0000,29,0.531444,1
1265,warmup,45.0000,33,0.531178,1
1266,warmup,63.0000,53,0.530912,1
1267,warmup,61.0000,36,0.530647,1
1268,warmup,85.0000,31,0.530382,1
1269,warmup,85.0000,31,0.530116,1
1270,warmup,101.0000,34,0.529851,1
1271,warmup,39.0000,39,0.529586,1
1272,warmup,65.0000,32,0.529322,1
1273,warmup,107.0000,28,0.529057,1
1274,warmup,113.0000,22,0.528792,1
1275,warmup,-53.0000,36,0.528528,1
1276,warmup,53.0000,44,0.528264,1
1277,warmup,5.0000,54,0.528000,1
1278,warmup,91.0000,25,0.527736,1
1279,warmup,-21.0000,42,0.527472,1
1280,warmup,-49.0000,51,0.527208,1
1281,warmup,-61.0000,44,0.526944,1
1282,warmup,83.0000,33,0.526681,1
1283,warmup,71.0000,45,0.526418,1
1284,warmup,85.0000,31,0.526154,1
1285,warmup,69.0000,28,0.525891,1
1286,warmup,69.0000,28,0.525628,1
1287,warmup,3.0000,56,0.525366,1
1288,warmup,17.0000,42,0.525103,1
1289,warmup,49.0000,29,0.524840,1
1290,warmup,87.0000,29,0.524578,1
1291,warmup,-49.0000,51,0.524316,1
1292,warmup,83.0000,33,0.524053,1
1293,warmup,41.0000,37,0.523791,1
1294,warmup,75.0000,41,0.523530,1
1295,warmup,65.0000,32,0.523268,1
1296,warmup,53.0000,44,0.523006,1
1297,warmup,23.0000,36,0.522745,1
1298,warmup,85.0000,31,0.522483,1
1299,warmup,53.0000,44,0.522222,1
1300,warmup,21.0000,57,0.521961,1
1301,warmup,47.0000,31,0.521700,1
1302,warmup,103.0000,32,0.521439,1
1303,warmup,61.0000,36,0.521178,1
1304,warmup,73.0000,24,0.520918,1
1305,warmup,87.0000,29,0.520657,1
1306,warmup,-51.0000,72,0.520397,1
1307,warmup,25.0000,34,0.520137,1
1308,warmup,81.0000,35,0.519877,1
1309,warmup,83.0000,33,0.519617,1
1310,warmup,59.0000,38,0.519357,1
1311,warmup,-57.0000,59,0.519097,1
1312,warmup,107.0000,28,0.518838,1
